2017-08-30 01:01:01
新地上局,設備制御装置,LOCAL,ANT.CONT_MODE,LOCAL
新地上局,設備制御装置,FAULT,ANT.ANT_ALARM,ALARM
新地上局,設備制御装置,FAULT,ANT.CTRL_UNIT_ALARM,ALARM
新地上局,設備制御装置,FAULT,ANT.REAL_EL,89
新地上局,設備制御装置,POWER OFF,S-TXRF.TRANS_PWR,OFF
新地上局,設備制御装置,POWER OFF,S-TXRF.TX_PWR,OFF
新地上局,設備制御装置,WARNING,SS-TCR.DC_PWR_ALM,ON
新地上局,設備制御装置,WARNING,SS-TCR.DC_MONI_PWR_ALM,ON
